sample_id,predicted_price
92948,4.87
188112,32.83
251170,2.52
283991,9.47
181135,32.33
197779,45.72
237821,23.37
176063,49.57
124329,17.69
165244,18.68
238248,24.62
66355,30.42
136729,15.7
114537,11.78
176098,52.71
249745,22.42
29202,1.41
71583,31.46
191272,18.09
26691,22.5
228918,40.95
42198,10.88
22272,25.32
170781,13.24
154145,47.01
180814,5.66
247812,11.34
220454,20.94
251193,23.3
290527,4.43
147252,62.67
268752,9.02
2785,21.41
165649,36.68
219456,32.3
89850,-2.5
71095,18.23
191797,22.67
197923,13.35
60226,30.22
9915,34.64
170177,13.89
250410,32.68
249374,24.27
136108,12.66
51859,45.86
139615,16.79
147463,29.04
77703,132.97
115351,23.92
251854,35.19
296661,16.24
169073,29.07
73594,17.03
141960,19.96
222101,10.5
253782,13.31
91161,16.81
278045,28.57
101845,43.89
68138,0.54
216799,10.3
145279,51.35
37648,13.91
74094,11.82
299177,6.67
127799,28.42
115111,18.82
246311,22.27
56826,15.19
245621,4.54
26822,40.87
272319,6.46
68395,32.57
181472,41.91
75518,-6.35
219108,46.01
78864,21.39
43165,1.22
94734,45.6
257769,0.83
281877,9.67
295076,15.82
124263,7.57
25288,29.88
277024,1.73
163546,12.3
10940,17.1
166400,10.2
236044,23.42
69069,54.35
123933,7.26
284327,8.74
212343,21.09
235905,16.86
89517,20.45
118961,24.81
212167,11.48
215083,14.35
36655,9.65
82730,16.31
50633,14.5
97182,27.27
229296,3.43
170507,13.35
294995,20.86
170175,18.47
242397,23.04
6956,16.37
196242,70.14
99874,19.8
81482,25.23
167168,17.43
172482,27.18
203564,24.94
74156,1.12
225512,34.6
28113,30.81
251748,13.95
45882,-4.77
38517,18.47
227051,29.37
279491,18.47
134973,18.67
62504,17.16
256424,43.61
291457,18.84
193849,29.26
251271,32.92
280667,9.11
287805,45.99
136113,-0.62
236417,39.07
138405,40.6
214288,19.48
133318,45.43
112617,21.87
54394,2.61
235038,17.85
80961,10.17
90036,17.37
2695,47.65
94928,12.65
39334,12.59
110188,48.13
142852,55.39
86773,34.5
52438,5.07
197951,14.84
162576,17.81
6085,3.02
2138,68.74
199610,19.9
234575,35.82
152636,17.75
88732,9.37
45224,55.65
221283,46.37
111894,9.4
296932,5.52
242224,15.59
165973,19.88
167214,4.62
181634,18.96
56474,26.03
186530,11.71
107406,36.15
266163,20.18
282483,4.81
233529,11.68
154612,21.87
151673,-0.92
140220,-6.49
79893,14.2
54375,24.11
164694,25.76
190061,10.56
187847,32.74
261045,12.07
137393,3.35
121216,37.5
279967,15.09
7715,24.16
160552,105.11
278998,9.7
120078,31.85
209747,2.07
191027,13.93
250741,21.27
14967,11.72
159726,7.31
273178,14.2
282407,5.95
218925,2.28
106150,39.83
132489,28.45
118648,32.16
141671,17.77
213133,7.43
199589,50.42
155681,9.26
184967,5.41
44111,10.23
125913,13.98
227420,29.68
243751,15.03
211114,22.9
9978,21.12
128524,104.25
38261,18.31
5893,15.16
141998,52.27
30438,47.82
118184,32.98
252305,32.26
37979,13.9
188529,8.54
198050,15.72
24738,27.64
50432,7.0
34529,14.01
117449,31.91
134436,15.19
218437,27.13
245952,13.91
213033,37.7
275063,11.84
260806,29.92
271494,11.04
182688,38.0
34780,-4.06
137495,4.76
21619,43.46
165213,15.97
224048,22.35
11259,-2.32
239069,33.56
83761,28.76
117170,45.87
295753,12.29
188808,9.71
5858,32.89
210584,10.95
193501,19.77
116329,33.02
123718,23.32
278482,13.98
20782,42.51
48347,27.3
288118,42.1
210951,14.11
291398,15.51
190044,30.81
215197,36.45
93427,28.54
227213,18.71
189145,9.69
94988,12.4
185914,3.4
222828,13.11
108074,42.87
211412,49.66
160452,8.36
110211,19.78
239155,26.59
61732,20.17
107886,9.22
97595,7.03
209448,20.33
20060,43.67
239897,27.02
110907,5.66
262515,18.94
92992,5.48
207646,17.57
146558,45.2
43796,15.34
10354,6.95
26095,12.8
237115,15.04
200490,45.57
111859,3.88
191748,69.31
75908,17.41
32786,17.24
187096,15.82
237985,16.03
91020,18.94
259355,7.13
153436,20.86
80937,18.34
246488,49.14
69250,21.79
127696,14.21
114429,7.33
63435,22.49
42247,2.58
62483,21.34
191363,12.32
297051,2.63
221381,28.51
83228,-3.17
64245,51.26
113569,3.45
137565,2.59
99194,7.4
217123,-4.37
267515,13.06
192799,55.49
287642,8.73
109704,37.87
252520,50.53
237731,19.18
221278,26.5
233584,11.27
59985,7.45
217957,20.88
278891,11.15
225578,27.35
225823,3.53
152911,28.18
164598,15.37
193364,35.78
291547,37.39
113750,17.19
10424,24.89
298326,7.03
96753,33.09
249830,1.77
40471,4.36
155540,42.51
278645,17.78
59904,45.6
263501,40.78
122208,5.02
64524,37.44
263319,15.6
276297,23.45
134416,21.14
55959,7.99
21545,6.09
26968,12.85
2815,8.38
83427,7.16
15749,29.09
1077,14.57
237884,20.6
231245,11.83
62659,41.67
1417,42.13
226773,21.6
64433,14.11
22771,12.91
74221,62.6
210085,25.5
219677,12.6
125511,28.64
277923,19.79
16121,26.37
7998,29.94
100733,30.85
186148,8.95
83589,43.79
287688,5.6
145872,20.59
213633,8.48
186310,61.77
54783,17.67
142597,71.49
85079,36.12
284051,30.7
166809,50.85
97626,12.67
146668,42.76
131071,10.87
145553,70.76
153537,4.95
277454,16.32
74061,18.74
150808,11.62
188567,17.62
259548,12.86
61667,9.64
293465,27.08
99711,24.45
221245,25.64
14028,23.26
83288,19.68
235836,15.07
180343,14.01
111695,26.49
296114,14.55
290857,34.46
71683,30.11
136560,4.43
144795,8.93
30655,4.64
247381,25.37
98870,17.55
196770,28.3
242614,5.74
255573,36.24
34655,11.14
139811,-0.08
41020,16.73
281484,7.02
145074,38.55
296784,16.48
221652,8.32
125729,43.42
60572,14.96
283967,30.49
72238,26.14
12412,23.83
52777,13.44
128731,24.29
225094,19.84
176667,15.12
295227,52.47
164792,31.05
612,21.19
86080,38.3
5491,16.64
68214,19.2
69485,17.93
57953,23.54
99282,30.47
32838,28.96
130360,8.02
37354,30.68
15527,21.29
270512,29.12
158959,22.95
168285,22.66
274389,35.01
240962,20.97
244774,45.3
289070,28.61
221685,12.95
109334,27.52
292436,15.02
132821,10.49
250151,33.28
247366,26.4
258486,56.03
70042,32.49
83002,19.39
74597,18.86
145570,47.33
227643,19.4
209936,37.97
4221,8.53
35606,13.4
150486,4.7
209595,27.07
208321,24.29
208624,31.27
45336,40.09
174790,13.8
200238,37.03
209608,25.86
120048,11.85
100354,14.6
182078,19.57
136840,40.22
123638,19.34
22158,37.79
33389,4.66
297601,34.66
1983,38.47
224195,25.57
299263,14.09
182130,25.39
51379,4.24
163308,12.84
165121,30.47
47289,15.39
76399,18.99
30395,15.58
144541,13.89
15794,28.44
185682,31.18
73299,45.06
165789,47.45
50055,18.86
285598,21.26
87358,44.46
255278,33.63
263777,18.25
265451,-2.34
53722,30.74
60830,20.4
281646,16.46
56453,17.18
258041,88.49
190865,53.93
171204,8.42
147192,22.63
82955,18.5
54141,16.99
164183,-5.48
145139,39.91
37626,15.26
136079,17.59
162950,20.23
117863,19.15
135053,6.89
282874,10.87
134820,13.87
249206,6.71
279583,45.6
40713,38.74
94725,25.01
46442,9.07
84898,6.25
94333,34.32
197058,32.44
42619,30.89
195658,72.4
215571,13.13
259344,18.41
44654,4.18
265395,17.13
144288,57.15
256204,27.81
82851,18.51
123071,44.44
109377,23.68
250864,9.23
159930,13.73
12112,11.07
168942,27.23
13996,11.81
75408,21.91
242745,-4.21
288787,26.14
102443,24.8
199996,15.82
145786,53.07
25121,3.22
127292,62.1
279204,28.54
174665,19.62
228187,13.21
144430,15.75
40778,7.82
68648,25.37
117663,29.03
96678,12.31
118404,32.82
115402,30.77
269722,35.76
229625,14.57
170649,14.26
156216,17.7
65987,15.18
154167,-5.02
224642,8.9
165459,19.33
83374,34.17
85254,38.02
153166,39.79
155119,20.01
55640,83.14
141563,13.14
63393,9.13
276519,17.3
9330,4.85
279243,27.05
259139,25.62
130250,29.02
157805,-1.29
64161,27.87
18999,50.04
37046,-2.89
240075,31.71
264533,14.11
126815,14.78
8102,16.6
134807,34.07
201855,8.73
163569,53.11
159914,46.96
153982,14.16
198903,17.0
237460,23.71
155462,14.54
124856,6.49
131759,5.21
7374,22.76
227534,30.96
101326,8.13
167765,8.47
188118,19.61
23883,11.83
129514,131.7
194589,12.98
211502,10.43
59940,17.45
50869,41.6
213526,12.66
153209,-3.13
247052,18.09
265379,39.61
204011,3.42
284935,18.24
277914,11.28
253004,31.21
129382,22.08
96391,12.79
180796,16.59
171895,17.53
6695,9.68
259942,34.74
188451,25.52
128646,60.64
243193,30.53
236438,21.7
51981,20.65
136833,-1.84
295418,28.79
82574,31.18
234966,61.78
290344,12.1
21258,17.57
136025,32.89
253481,34.11
222915,18.31
78255,19.26
30911,1.0
173539,31.63
229710,29.99
135296,27.81
172901,14.66
230367,12.89
31300,-9.62
3689,14.61
14392,12.9
51136,25.28
213989,14.82
74759,17.98
62282,17.0
148917,27.51
146130,43.42
294848,18.42
243835,44.44
71052,11.66
179250,7.71
51455,36.9
156179,1.12
68494,4.44
285795,-10.15
82027,16.69
12035,5.95
103168,10.49
78556,11.87
217119,1.9
17828,5.97
69799,6.39
189003,17.78
207626,16.35
224398,9.43
109439,7.38
43428,16.23
278249,29.47
192616,35.93
31486,23.82
189143,7.67
263447,10.25
52735,39.86
165187,5.0
205655,30.08
107793,8.97
273367,21.52
66239,9.53
226724,18.59
231798,23.6
1136,44.9
295721,25.72
149331,43.89
155598,23.91
48685,20.37
228610,33.54
149312,18.27
126453,20.09
57416,25.13
176441,1.2
269353,-6.7
205839,5.59
17436,6.3
3742,17.29
122191,9.18
85244,31.27
131958,49.34
62444,33.16
251229,13.2
152332,52.07
28977,9.45
277353,12.71
283034,46.2
126791,11.83
258262,13.76
293718,44.49
131810,28.64
155834,29.98
25319,47.05
120199,20.98
106077,11.97
239830,17.3
203528,14.61
188169,29.09
218190,26.41
159096,17.08
33248,-3.79
127550,25.7
158697,18.87
34305,8.56
259791,41.82
76735,30.77
32855,16.56
221068,28.17
227848,2.34
26410,11.56
91986,17.86
118875,1.27
214865,48.74
206270,20.45
135151,-2.24
164039,6.19
136517,14.18
7392,6.45
18208,51.29
96671,10.19
23583,52.11
100401,69.99
55345,21.89
276780,71.5
285099,29.7
244263,25.65
2798,39.71
290440,22.91
209408,7.37
291123,4.15
21807,-8.38
276012,-0.83
159321,13.17
152381,61.63
282404,10.56
91406,5.04
280499,24.78
294885,24.16
225470,21.29
93529,6.83
99167,9.03
292524,8.89
249205,10.21
276964,17.19
117058,11.55
20884,41.37
215790,7.53
124669,37.28
194287,26.97
159995,20.61
55150,11.96
9459,8.77
16600,5.53
30675,26.17
274943,14.62
132025,16.02
60779,10.32
273996,21.23
247789,42.72
201072,22.83
235869,166.98
223963,7.45
41776,0.96
161992,-4.98
177178,-2.57
204170,34.94
178430,20.88
267309,11.88
226182,42.72
35657,32.92
43647,58.57
40634,38.73
192263,50.7
285842,13.97
278070,17.73
89974,-0.34
134728,18.3
176996,16.16
143023,36.32
166034,58.15
242341,22.28
221226,23.69
6228,31.45
267778,16.56
269896,88.48
129627,39.09
66623,13.51
182565,31.79
282088,19.93
59594,27.99
278222,6.75
290996,23.84
53061,14.22
275681,17.53
151579,20.01
171938,16.04
51514,26.38
211165,11.82
163770,14.92
173106,59.38
153237,29.31
261375,13.42
18125,53.77
118610,16.56
292562,-2.85
200279,10.35
253237,16.4
43576,15.58
85728,2.59
44093,17.2
194610,10.09
246847,21.59
193071,44.09
72696,40.4
124876,24.63
39527,25.57
139159,21.0
233411,24.14
46732,14.29
279398,6.19
268993,8.46
35596,17.61
154365,16.99
190917,27.3
173896,20.7
177077,10.15
135168,44.67
18529,26.65
107540,31.62
274844,21.37
198956,20.28
282496,-4.14
121783,165.29
241954,50.37
39174,23.82
57972,18.71
154492,18.01
230622,6.36
112997,1.9
119020,27.86
138858,7.87
113289,16.89
235742,33.41
109791,16.25
162904,13.63
179376,38.18
8901,43.71
69264,-2.45
230403,38.19
10526,4.99
218994,37.3
239391,44.06
67788,31.79
290293,21.74
215551,5.86
180810,53.66
1020,20.05
73089,12.18
244093,53.49
99638,42.91
222573,13.86
127143,28.64
224602,19.3
260,62.04
97401,21.11
247589,19.55
198664,14.62
133190,13.98
145115,56.35
57388,55.28
136112,63.49
129998,26.64
282024,24.3
18358,21.62
177865,2.59
31747,8.69
35200,19.74
262549,2.77
102157,28.13
80346,26.91
152851,5.59
245895,44.32
271183,31.06
3548,20.31
172749,-0.93
68220,-0.43
69938,21.43
278376,10.81
46460,26.23
172623,18.76
220384,27.44
45746,19.05
297987,24.48
281071,16.0
255163,57.84
187305,7.88
160188,13.93
99129,2.54
110303,18.41
162416,22.1
63429,18.56
35991,4.41
107467,32.81
88514,29.26
276915,38.07
173570,33.98
80088,27.56
213209,42.38
98888,14.08
97779,10.26
30886,19.21
190296,20.42
1683,35.33
204150,16.68
8222,33.34
8114,22.53
285464,22.34
245122,6.92
211102,9.8
124577,31.07
203821,12.55
239310,16.9
144360,64.22
31120,28.72
239791,13.34
90802,19.23
114112,8.23
91536,26.43
200850,14.93
46107,27.95
209930,12.14
255012,80.49
173938,12.09
291757,32.78
290757,20.78
179801,37.73
118286,58.71
32337,29.31
283188,32.8
220508,6.48
233214,34.84
60912,63.54
93431,4.24
189575,53.41
13235,16.48
163968,18.23
97162,15.76
12632,30.51
133665,12.89
254406,21.67
153206,18.65
45480,23.04
73855,6.26
161145,48.59
125755,22.4
277911,16.03
80695,18.97
110320,31.49
171933,-2.65
149823,66.59
19230,47.28
78783,22.49
190774,5.17
297329,2.85
25478,11.44
170498,8.88
4830,34.43
96470,53.53
198061,5.02
246215,19.76
221275,13.04
209129,12.13
63205,40.79
43352,31.42
59125,10.01
234902,25.03
288196,50.47
279035,21.74
24882,18.6
106787,-6.0
81978,16.46
275695,16.61
225351,15.28
27576,5.86
78360,57.3
40872,23.06
208412,16.88
115392,28.69
22894,15.24
52162,19.73
53674,11.74
282724,2.57
127288,28.86
45370,-8.21
30449,7.47
168784,78.65
77609,4.58
142052,50.21
235471,33.95
224603,15.43
98191,8.51
175244,10.54
155314,45.15
248901,37.57
97770,26.4
108504,12.35
37962,11.26
157854,10.19
176007,27.62
116826,19.36
42401,31.93
95635,3.55
162245,10.48
99035,15.03
139564,7.31
261271,14.69
93645,25.29
135561,26.03
280663,12.48
172360,30.73
60208,3.64
127195,65.75
75096,24.64
272041,9.99
239795,28.49
120051,3.39
65306,13.43
214248,20.24
207023,8.24
274018,3.24
219692,22.21
118812,22.35
157583,157.04
198292,23.49
173920,21.62
239900,10.76
4671,14.4
105350,10.35
172585,44.12
12570,40.03
87646,14.7
210270,7.94
64935,16.7
143508,36.29
44735,72.13
292503,45.91
75585,7.5
71731,21.65
226490,22.94
221474,28.01
101924,34.83
219863,46.45
270218,-2.5
128408,6.08
98080,21.93
39878,19.66
253298,25.7
150780,18.18
99141,25.75
59703,8.22
122815,44.82
215265,27.79
114334,19.96
157287,124.24
56530,64.89
136440,18.7
212989,11.59
291841,6.68
176819,27.14
52213,30.27
234109,1.44
3954,41.94
193931,17.36
259779,1.34
194796,34.85
22614,44.78
137032,45.67
255243,6.19
29479,22.88
201976,21.51
226763,14.15
12270,15.94
63771,44.95
228337,27.74
296882,18.3
229460,50.9
158012,14.26
297006,28.95
35065,39.73
47532,7.76
295123,9.52
292971,11.76
122997,16.82
179171,22.87
106322,20.76
277178,23.62
274678,35.71
27600,12.74
75159,37.18
29313,30.56
70991,21.45
52472,18.17
207291,26.33
5200,23.26
37191,12.67
74291,24.11
120979,1.81
32816,43.21
191311,28.69
142546,48.53
191868,15.4
161041,43.93
177843,50.08
207066,35.72
281346,19.87
8655,14.52
260524,14.27
227803,34.04
97588,12.98
171672,23.95
49722,4.98
139389,43.55
253792,9.09
210479,14.75
79869,24.1
114061,25.73
204809,22.92
101881,28.48
165655,11.07
21724,3.69
92484,12.05
110158,37.95
98161,17.24
107298,10.8
12049,13.36
293887,31.09
94758,40.61
66218,24.1
273707,7.49
103149,19.02
170691,13.45
193559,8.51
159443,30.16
175105,49.6
19635,15.45
202766,19.98
288391,36.3
187102,11.91
23713,21.79
66053,25.94
139022,78.18
28038,10.05
152752,13.02
44723,5.58
11668,33.41
119364,14.64
268330,22.65
136325,40.18
283154,23.97
39563,12.22
251040,20.52
97966,24.41
87885,14.13
37460,24.77
237580,45.66
153977,10.48
157894,5.47
103762,19.75
164481,22.91
111039,18.9
87422,11.51
130856,29.38
235866,95.1
134356,10.01
140477,24.14
23797,12.09
209781,26.95
93147,9.07
182461,6.03
86408,16.83
183916,-2.5
159633,18.93
133775,24.39
140084,21.46
180613,49.58
13201,32.52
151484,14.2
276440,10.44
85631,26.74
105601,16.78
170410,11.51
263771,17.17
277640,20.98
273019,23.18
89332,10.26
123857,24.26
121717,17.9
114551,51.06
193478,19.76
269839,7.87
242540,16.0
288360,23.98
279786,49.82
20281,43.98
148235,9.11
60040,15.81
106915,2.66
193937,9.32
231148,24.84
275305,13.37
166026,18.98
273619,30.93
264487,6.58
279753,19.82
241455,1.69
207241,22.87
161193,84.05
203452,38.14
121776,158.85
140261,28.24
140322,22.5
81597,34.65
226682,35.22
10763,2.94
285733,3.31
107266,34.21
232254,31.02
62173,30.31
85546,35.17
234773,3.38
36252,12.84
58843,16.36
234159,7.33
133096,29.49
273966,27.63
73448,18.93
94178,9.28
247512,65.17
289769,14.24
173454,85.91
233558,32.85
280932,10.81
294738,16.2
216354,30.78
89260,13.69
217867,31.05
149266,43.78
144034,66.97
279008,20.46
275252,25.13
101151,11.62
45864,16.71
21386,69.05
110784,-20.15
124776,3.06
188491,48.87
111675,36.93
280649,21.32
86016,19.24
195179,70.37
177066,113.78
77243,13.02
294767,1.33
135110,23.06
76330,7.15
195282,78.62
241650,19.97
188135,9.84
246028,54.25
53144,33.08
120626,94.33
111845,39.69
156366,21.51
135820,15.0
51192,17.73
92501,13.22
154179,14.4
288899,7.64
110379,41.79
217771,8.78
275884,9.44
59620,32.29
134360,13.6
33679,31.14
243057,3.71
35105,16.94
52459,28.71
218676,21.38
241917,33.94
50757,34.74
11233,30.35
41462,14.73
280681,16.79
23146,24.76
203534,30.12
248982,46.41
163855,26.26
226309,29.76
200745,37.27
299322,4.42
124435,60.24
258437,40.74
217588,18.58
11842,22.23
62445,7.85
69297,27.68
220537,9.4
221260,27.23
222993,6.59
297720,18.07
254215,24.86
163958,25.01
226013,11.13
160816,11.52
196970,25.19
231573,29.89
162206,8.48
54151,12.38
284888,10.01
45405,5.86
298211,43.01
65991,15.4
293939,34.43
233002,32.52
143127,-7.18
92443,7.45
44172,12.19
4231,7.34
264908,6.78
221790,16.12
140693,30.98
244494,5.58
217899,14.16
157297,163.97
66932,7.68
273647,32.89
142853,60.52
79240,16.01
223175,10.35
8123,26.7
150394,7.52
132217,32.44
293988,29.19
259787,35.51
17864,22.3
139578,24.72
175484,17.03
142343,38.0
261703,33.77
58094,27.91
102935,17.11
13482,32.09
94004,12.33
19139,16.03
243387,6.48
239498,31.05
7196,44.53
216890,40.54
181332,3.07
65389,38.99
183549,56.47
124853,4.67
215179,32.12
215022,4.17
34156,8.95
63638,16.17
96310,21.55
195263,63.55
1807,67.03
85011,11.18
161931,89.14
26185,29.45
96685,8.05
19233,57.34
165671,13.2
92352,150.17
76501,1.57
66108,35.01
157807,12.54
20834,42.55
73989,16.8
93228,17.05
12615,34.31
111123,14.41
291458,17.19
25988,14.94
110466,28.03
151896,10.71
225955,20.34
208987,28.08
152592,-1.29
198775,2.65
48431,-2.8
185640,1.23
15730,23.73
167593,17.36
207181,30.02
33457,19.39
21817,54.03
18797,42.82
218206,58.86
290187,19.81
233050,21.07
296370,7.77
264924,21.98
287320,15.3
82769,34.41
121546,42.13
169526,8.74
182415,26.09
131370,67.68
188293,36.84
196559,73.28
31939,11.86
226386,59.79
148220,3.89
228195,28.91
289307,14.88
265694,24.97
259181,13.5
39843,11.11
191068,57.44
107597,35.54
266490,11.39
36649,15.62
54030,18.01
119993,12.37
24634,63.35
44081,24.2
148167,16.7
166489,22.8
98712,32.05
112964,31.45
200376,6.11
95749,29.05
137093,37.43
74859,16.64
208853,18.68
34748,-10.27
173823,34.87
212965,14.1
81727,48.97
92886,35.09
200335,20.67
100027,23.73
169433,25.23
33371,15.53
192581,21.6
214895,43.91
105797,18.82
144262,47.68
167498,15.7
115309,27.17
286873,16.87
178042,35.67
260403,5.71
185693,27.16
188781,26.68
80443,12.61
216887,9.57
45414,20.67
87061,50.27
197499,12.65
173656,25.0
230081,25.03
186608,26.39
178658,22.18
50690,23.89
242932,32.59
148566,52.59
96142,15.63
287136,28.6
196942,36.49
164985,0.27
78818,5.01
60466,22.24
110082,19.0
126843,5.15
240994,7.64
224100,22.95
50041,3.93
50793,12.46
101852,31.66
142311,70.23
197094,11.23
289346,35.51
26732,15.9
274252,14.26
234226,37.84
109349,25.12
163447,24.45
84532,12.45
21890,14.4
214964,5.94
111981,10.01
89061,15.01
65765,23.61
207963,1.29
145092,44.65
939,35.8
280696,25.16
63740,8.51
195397,65.93
238040,25.73
57328,2.63
60436,-3.96
251755,6.79
111305,26.75
61205,66.68
251730,55.39
145914,16.9
182321,20.48
66518,46.72
171279,17.96
32471,23.98
81503,30.92
156641,103.59
6716,7.44
48849,15.24
255028,69.19
165091,12.0
202859,21.61
293547,2.65
119027,7.7
8921,28.29
27874,5.7
71219,8.98
98507,19.3
9585,22.84
131321,14.4
193490,10.56
108936,19.28
281650,18.3
126439,19.48
285104,11.16
292480,47.2
49090,36.0
215042,19.79
249392,38.69
242652,34.14
18912,50.36
74238,25.18
60001,24.4
234735,11.05
216009,22.83
78136,3.6
61322,7.12
101904,23.58
200284,14.76
27243,47.89
235738,48.64
216595,34.27
174275,3.11
65513,33.74
219905,24.8
13587,17.5
73766,26.79
16316,6.65
108110,19.01
264862,-2.51
287234,46.32
291164,5.86
31637,21.83
160901,68.55
41227,19.1
256183,-3.46
175135,5.39
159509,10.86
150795,3.53
232304,4.45
97449,23.41
63188,7.87
52443,12.53
294190,11.1
243273,39.4
192605,19.29
79060,24.97
146425,52.06
132295,28.52
24709,27.17
72294,-13.13
39973,25.8
217689,11.27
205425,28.0
13173,15.07
73413,27.3
62174,21.11
63371,27.41
138965,16.39
162070,31.52
28289,16.4
261836,14.24
229367,24.32
10413,32.7
274215,28.57
52696,39.75
247609,54.29
240263,27.79
12029,-0.44
43445,27.11
56841,23.41
202806,25.8
140508,35.42
195515,68.24
143935,70.66
81631,29.35
182544,13.03
13298,67.98
100861,22.4
116760,21.16
231018,24.67
24485,9.86
185913,0.31
46505,18.87
59762,31.75
91875,1.51
159556,19.71
92471,20.58
116142,66.23
107139,27.85
273366,3.09
71772,47.44
215946,35.95
74716,2.25
129476,62.66
7438,44.58
79761,24.06
243069,8.82
284837,15.0
80915,22.51
52489,63.93
38477,22.01
242579,13.61
164790,1.68
255559,49.84
224567,16.21
244769,8.69
14664,25.31
255612,27.34
280220,8.23
109206,11.34
7916,15.47
142099,63.07
67941,18.63
38048,10.88
148785,28.99
138790,12.46
3389,21.75
82499,30.52
127543,5.07
196357,80.01
163655,16.16
223086,6.15
165167,8.99
283906,28.03
215052,11.4
12407,42.16
195328,65.87
26378,9.62
148339,16.25
244157,34.39
33504,47.68
201662,23.21
285214,24.74
19764,44.26
222092,48.95
214700,39.22
149016,31.77
168897,-6.93
147697,51.71
154244,21.2
237086,35.22
216092,22.91
234743,18.15
62378,29.56
74482,15.07
215323,28.17
34144,12.68
12351,19.76
93050,14.99
70823,17.17
182347,36.81
284337,6.54
61863,32.43
48234,0.91
196798,16.85
72299,8.79
22232,24.01
205938,4.67
40684,32.27
134767,10.47
178319,34.01
277286,15.62
238678,24.07
271028,25.56
296595,38.55
213805,18.2
80651,43.96
229029,4.46
166433,11.11
81615,12.15
130190,5.98
186787,6.57
51444,27.17
177261,3.51
90030,17.68
275121,41.84
198447,4.04
245295,27.21
19129,19.95
95745,4.84
211100,27.57
299195,8.05
180822,-4.18
72997,24.61
658,27.14
130394,36.67
171035,19.47
13566,28.64
272370,14.23
188947,21.65
208918,24.87
267994,14.5
99649,58.9
239522,30.49
2251,57.57
108536,29.37
260388,10.03
67350,41.19
119661,12.33
4211,10.42
237546,23.58
226185,46.15
208684,14.32
182217,20.14
95286,18.7
124917,23.21
102422,23.16
140611,4.73
40897,23.81
276362,10.06
121362,22.56
80045,14.01
161460,69.85
293726,10.56
65005,34.11
140101,5.56
55032,11.07
265998,63.81
282292,12.45
221315,8.14
174970,45.75
74838,5.89
70355,18.64
232608,41.4
188179,43.73
6997,32.34
54535,3.14
38223,3.83
244968,55.33
129983,58.84
237818,29.33
125516,26.49
53083,27.01
102046,27.82
109746,46.24
220738,85.43
281849,2.72
2225,54.34
29556,11.38
70919,17.25
12509,3.95
179456,6.41
289717,22.41
104053,3.06
245652,10.26
65221,25.77
218232,7.08
225715,37.46
166552,45.64
20381,22.64
147700,50.28
187688,26.97
9547,14.14
162055,18.68
240692,67.92
194420,3.2
158860,9.17
85729,-2.49
280724,15.92
69417,12.39
120656,20.03
165721,18.25
261238,66.47
266741,16.01
296245,28.69
3826,41.9
2162,33.5
147400,45.99
74768,23.44
148926,31.97
238463,11.11
170021,10.29
61389,21.36
136951,88.9
153234,33.71
172049,22.01
229796,13.12
280956,31.83
209734,11.47
181770,17.06
102993,29.21
158013,25.38
41427,18.38
179915,27.86
13884,50.52
276738,10.94
174404,8.09
233149,27.15
195870,68.24
174737,12.54
73337,15.56
61569,57.0
276216,24.55
12603,11.71
221987,11.04
79752,26.41
184516,10.3
181829,7.49
3963,42.69
267354,20.74
291685,64.78
41282,36.56
118855,31.86
47433,15.41
208429,39.15
41466,18.12
158956,31.52
206373,23.01
91327,7.89
267407,26.25
116394,94.95
298259,1.64
23552,39.55
115639,10.03
283610,5.0
262683,39.03
236330,7.46
97003,26.53
184337,15.37
266392,20.12
10625,15.39
15000,17.27
280975,14.67
292332,12.21
137176,18.08
298218,8.58
136419,-7.64
111945,-5.96
134119,25.45
287541,14.99
270788,8.11
177603,-11.1
205841,23.83
297157,20.99
238829,60.22
29474,35.37
114533,10.83
199189,30.23
205496,71.89
31151,20.83
126524,24.78
220201,6.24
229521,27.58
33267,22.27
277207,16.69
239,-0.63
137747,12.93
238899,38.73
13605,33.98
191724,8.22
176364,8.58
138232,12.03
171855,12.57
16505,47.36
18574,4.43
196018,51.22
131737,39.4
265980,22.44
32311,29.22
273398,18.66
207942,64.72
239788,23.69
39600,15.33
100466,19.5
268703,17.6
14064,17.96
286483,8.98
271225,31.43
286325,18.15
171802,27.39
49500,27.16
223834,47.63
121209,24.07
169222,-1.03
12562,-1.43
114693,12.28
102988,29.1
2977,33.18
120624,19.18
62541,1.17
294513,13.45
199159,15.22
139307,27.72
33194,12.16
148325,65.64
98482,23.77
264221,-1.19
17609,4.99
144717,6.77
37050,17.92
115527,21.03
247846,14.55
116234,32.29
95722,17.38
251288,41.54
234833,21.73
277442,31.67
121279,25.63
145967,48.19
149132,43.72
114051,17.31
75077,44.3
130297,17.76
152226,57.57
260939,22.05
137463,22.77
124107,9.87
146962,57.97
290900,34.9
181109,9.25
151497,11.8
75336,7.74
212277,34.32
93891,10.8
229607,24.84
268283,11.92
139580,18.85
35106,14.68
70083,35.34
71453,13.22
145538,53.62
97402,-6.54
263261,22.92
89514,8.34
296149,22.63
64391,4.79
255795,13.67
103763,19.39
137296,6.42
149526,50.01
292849,5.78
6797,13.04
110191,6.73
277748,29.46
196689,14.07
257536,21.52
185825,20.92
86283,1.65
267675,22.42
77229,13.39
57310,11.9
258608,17.7
135897,19.86
254076,55.68
287704,9.24
232740,28.54
