sample_id,predicted_price,lower_range,upper_range
184337,15.37,-11.64,42.38
266392,20.12,-6.89,47.13
10625,15.39,-11.63,42.4
15000,17.27,-9.74,44.29
280975,14.67,-12.34,41.68
292332,12.21,-14.8,39.22
137176,18.08,-8.93,45.1
298218,8.58,-18.43,35.59
136419,-7.64,-34.65,19.37
111945,-5.96,-32.97,21.05
134119,25.45,-1.57,52.46
287541,14.99,-12.02,42.0
270788,8.11,-18.9,35.12
177603,-11.1,-38.12,15.91
205841,23.83,-3.18,50.84
297157,20.99,-6.02,48.01
238829,60.22,33.21,87.23
29474,35.37,8.36,62.38
114533,10.83,-16.18,37.84
199189,30.23,3.21,57.24
205496,71.89,44.88,98.91
31151,20.83,-6.19,47.84
126524,24.78,-2.24,51.79
220201,6.24,-20.77,33.26
229521,27.58,0.57,54.59
33267,22.27,-4.74,49.28
277207,16.69,-10.32,43.7
239,-0.63,-27.64,26.38
137747,12.93,-14.08,39.94
238899,38.73,11.72,65.74
13605,33.98,6.97,61.0
191724,8.22,-18.79,35.24
176364,8.58,-18.44,35.59
138232,12.03,-14.98,39.04
171855,12.57,-14.44,39.58
16505,47.36,20.35,74.37
18574,4.43,-22.58,31.45
196018,51.22,24.21,78.23
131737,39.4,12.39,66.42
265980,22.44,-4.57,49.45
32311,29.22,2.21,56.23
273398,18.66,-8.35,45.67
207942,64.72,37.71,91.73
239788,23.69,-3.32,50.7
39600,15.33,-11.69,42.34
100466,19.5,-7.52,46.51
268703,17.6,-9.41,44.61
14064,17.96,-9.05,44.97
286483,8.98,-18.03,35.99
271225,31.43,4.42,58.44
286325,18.15,-8.87,45.16
171802,27.39,0.38,54.41
49500,27.16,0.14,54.17
223834,47.63,20.62,74.64
121209,24.07,-2.94,51.08
169222,-1.03,-28.04,25.98
12562,-1.43,-28.44,25.59
114693,12.28,-14.74,39.29
102988,29.1,2.09,56.11
2977,33.18,6.16,60.19
120624,19.18,-7.83,46.19
62541,1.17,-25.84,28.18
294513,13.45,-13.56,40.46
199159,15.22,-11.79,42.24
139307,27.72,0.7,54.73
33194,12.16,-14.86,39.17
148325,65.64,38.63,92.65
98482,23.77,-3.24,50.79
264221,-1.19,-28.21,25.82
17609,4.99,-22.02,32.0
144717,6.77,-20.24,33.79
37050,17.92,-9.1,44.93
115527,21.03,-5.98,48.04
247846,14.55,-12.46,41.56
116234,32.29,5.28,59.31
95722,17.38,-9.63,44.4
251288,41.54,14.53,68.56
234833,21.73,-5.28,48.74
277442,31.67,4.66,58.68
121279,25.63,-1.39,52.64
145967,48.19,21.18,75.2
149132,43.72,16.71,70.73
114051,17.31,-9.7,44.32
75077,44.3,17.29,71.32
130297,17.76,-9.25,44.77
152226,57.57,30.56,84.58
260939,22.05,-4.96,49.06
137463,22.77,-4.25,49.78
124107,9.87,-17.14,36.88
146962,57.97,30.96,84.99
290900,34.9,7.88,61.91
181109,9.25,-17.76,36.27
151497,11.8,-15.21,38.82
75336,7.74,-19.28,34.75
212277,34.32,7.31,61.33
93891,10.8,-16.21,37.82
229607,24.84,-2.17,51.86
268283,11.92,-15.09,38.94
139580,18.85,-8.16,45.86
35106,14.68,-12.33,41.69
70083,35.34,8.33,62.36
71453,13.22,-13.79,40.23
145538,53.62,26.6,80.63
97402,-6.54,-33.55,20.47
263261,22.92,-4.1,49.93
89514,8.34,-18.67,35.35
296149,22.63,-4.39,49.64
64391,4.79,-22.23,31.8
255795,13.67,-13.35,40.68
103763,19.39,-7.62,46.41
137296,6.42,-20.59,33.44
149526,50.01,23.0,77.03
292849,5.78,-21.23,32.8
6797,13.04,-13.97,40.06
110191,6.73,-20.28,33.74
277748,29.46,2.45,56.47
196689,14.07,-12.95,41.08
257536,21.52,-5.49,48.53
185825,20.92,-6.1,47.93
86283,1.65,-25.37,28.66
267675,22.42,-4.59,49.43
77229,13.39,-13.62,40.4
57310,11.9,-15.11,38.92
258608,17.7,-9.32,44.71
135897,19.86,-7.15,46.88
254076,55.68,28.66,82.69
287704,9.24,-17.77,36.25
232740,28.54,1.53,55.56
264627,47.63,20.62,74.65
55969,22.29,-4.72,49.3
280492,10.88,-16.13,37.89
222743,39.25,12.24,66.26
80942,9.62,-17.39,36.63
243980,18.25,-8.77,45.26
280582,4.57,-22.44,31.59
185256,32.32,5.31,59.34
244205,10.13,-16.88,37.15
129393,37.15,10.14,64.16
45538,20.73,-6.29,47.74
198637,29.43,2.42,56.45
24678,6.9,-20.11,33.91
267509,6.76,-20.26,33.77
27199,27.41,0.4,54.42
265461,15.9,-11.11,42.91
26330,14.39,-12.62,41.41
95900,20.97,-6.04,47.99
143014,4.22,-22.79,31.23
88136,34.33,7.32,61.34
249376,24.27,-2.74,51.28
42190,14.09,-12.93,41.1
190552,-0.15,-27.16,26.86
132023,24.37,-2.64,51.38
117077,51.98,24.97,78.99
128319,34.35,7.34,61.36
283710,25.9,-1.12,52.91
261885,23.78,-3.23,50.79
147971,57.36,30.35,84.37
288612,39.61,12.6,66.63
72722,8.95,-18.06,35.96
140553,10.99,-16.02,38.0
249182,15.27,-11.74,42.28
91749,17.78,-9.23,44.79
119748,11.93,-15.08,38.94
239696,8.69,-18.32,35.7
247434,33.84,6.83,60.85
1007,11.81,-15.2,38.83
285657,10.9,-16.11,37.92
190170,38.81,11.79,65.82
283623,17.9,-9.11,44.91
68377,25.27,-1.74,52.28
278256,13.78,-13.24,40.79
151365,34.79,7.77,61.8
37274,48.73,21.71,75.74
252831,30.91,3.9,57.93
189368,47.0,19.99,74.02
113859,5.82,-21.2,32.83
162900,3.87,-23.14,30.88
116752,22.76,-4.25,49.77
255430,14.48,-12.53,41.5
212257,23.74,-3.27,50.75
205213,12.49,-14.52,39.5
145752,31.85,4.84,58.87
287926,25.62,-1.39,52.64
260046,13.39,-13.62,40.41
151813,22.2,-4.81,49.21
163547,18.17,-8.84,45.18
66271,23.41,-3.6,50.43
151297,47.21,20.2,74.22
186930,11.3,-15.71,38.31
196404,54.59,27.58,81.6
137241,-2.64,-29.66,24.37
86945,88.05,61.04,115.06
91208,32.3,5.29,59.31
68117,31.58,4.57,58.6
23917,27.04,0.03,54.05
203808,22.77,-4.24,49.79
298554,2.6,-24.41,29.61
46387,6.31,-20.7,33.32
289521,-2.3,-29.31,24.71
262737,29.55,2.54,56.56
287104,3.67,-23.35,30.68
111602,16.59,-10.42,43.6
109675,41.05,14.04,68.06
103269,24.16,-2.85,51.17
101013,16.85,-10.17,43.86
237204,36.06,9.05,63.07
172240,14.02,-12.99,41.03
223716,10.38,-16.63,37.39
249883,22.21,-4.81,49.22
90797,63.9,36.89,90.92
199836,23.32,-3.69,50.34
162516,39.2,12.19,66.22
131371,42.0,14.98,69.01
209735,8.29,-18.72,35.3
237526,4.83,-22.19,31.84
33932,32.61,5.6,59.63
4361,10.69,-16.32,37.71
172178,40.59,13.58,67.6
192197,15.23,-11.78,42.24
54525,28.72,1.71,55.73
2494,56.85,29.84,83.86
186438,24.31,-2.7,51.32
171880,11.52,-15.49,38.53
90044,3.67,-23.34,30.69
238774,10.63,-16.38,37.65
255269,19.09,-7.92,46.1
99865,37.36,10.35,64.37
290661,15.99,-11.02,43.0
218688,16.75,-10.26,43.76
223422,114.97,87.96,141.98
208207,44.57,17.56,71.58
120194,17.84,-9.17,44.86
14830,49.49,22.48,76.51
239484,10.05,-16.97,37.06
264261,24.78,-2.24,51.79
208761,39.22,12.21,66.23
100089,38.08,11.07,65.09
9838,20.84,-6.17,47.86
79878,19.08,-7.93,46.09
138366,49.78,22.77,76.79
259080,14.37,-12.64,41.38
14468,6.3,-20.71,33.31
133887,26.56,-0.46,53.57
238312,15.54,-11.47,42.55
194899,9.88,-17.13,36.9
98341,38.78,11.76,65.79
24173,25.42,-1.59,52.44
185627,15.16,-11.86,42.17
95270,13.18,-13.83,40.2
179213,3.51,-23.5,30.53
30276,38.88,11.86,65.89
117056,10.92,-16.09,37.93
288936,27.31,0.3,54.33
155329,20.41,-6.61,47.42
239532,5.31,-21.71,32.32
208133,43.92,16.91,70.93
167321,1.41,-25.6,28.43
224587,25.42,-1.59,52.43
7292,27.29,0.28,54.3
239818,10.48,-16.53,37.49
99932,41.27,14.26,68.29
128588,82.15,55.14,109.16
87780,44.55,17.54,71.56
223888,9.8,-17.21,36.81
150136,16.66,-10.35,43.67
71521,18.37,-8.64,45.38
49851,32.8,5.79,59.81
249747,28.08,1.06,55.09
66639,20.15,-6.86,47.17
208455,8.28,-18.73,35.3
258150,6.36,-20.65,33.37
284841,21.67,-5.35,48.68
128055,31.1,4.09,58.11
40489,18.14,-8.87,45.15
222440,67.27,40.26,94.28
175192,57.87,30.86,84.89
77896,61.42,34.4,88.43
244420,30.85,3.84,57.86
291867,59.24,32.23,86.25
101441,13.16,-13.85,40.17
221463,8.47,-18.54,35.48
189840,42.67,15.66,69.69
64852,34.7,7.68,61.71
4239,42.81,15.8,69.82
79391,6.35,-20.66,33.37
31295,1.35,-25.66,28.37
150980,12.37,-14.64,39.39
207185,32.81,5.79,59.82
30685,46.15,19.14,73.16
39092,14.15,-12.86,41.17
72184,22.39,-4.62,49.4
164253,12.61,-14.41,39.62
212036,74.6,47.59,101.61
284104,6.54,-20.47,33.55
73017,9.02,-17.99,36.03
67978,-1.2,-28.21,25.82
286864,22.05,-4.96,49.06
249944,11.91,-15.1,38.92
143566,47.84,20.83,74.85
120390,7.79,-19.22,34.8
193066,8.6,-18.41,35.61
35080,43.55,16.54,70.56
76299,29.54,2.53,56.56
229835,22.6,-4.41,49.61
139477,33.47,6.45,60.48
80482,35.45,8.44,62.46
128670,10.26,-16.75,37.27
294815,14.82,-12.2,41.83
162114,22.13,-4.89,49.14
43999,18.35,-8.66,45.36
240774,44.63,17.61,71.64
6905,41.81,14.8,68.83
108427,18.53,-8.48,45.54
16409,2.66,-24.35,29.67
132870,1.32,-25.7,28.33
91553,16.38,-10.63,43.39
78428,42.79,15.78,69.8
212768,14.38,-12.63,41.39
160972,23.89,-3.12,50.9
241212,9.7,-17.31,36.71
211052,11.85,-15.16,38.87
5303,53.21,26.19,80.22
17617,16.93,-10.08,43.94
260900,29.49,2.48,56.51
243889,39.85,12.84,66.86
65925,8.71,-18.3,35.73
148589,16.53,-10.48,43.55
92891,75.99,48.97,103.0
169499,5.61,-21.4,32.63
167821,27.64,0.63,54.66
212796,10.76,-16.25,37.77
202295,13.12,-13.89,40.13
70457,46.96,19.95,73.97
167595,31.98,4.97,58.99
233881,37.35,10.33,64.36
42848,11.95,-15.06,38.96
223463,24.37,-2.65,51.38
112185,9.05,-17.96,36.07
271210,24.25,-2.76,51.26
73037,18.42,-8.59,45.43
191355,67.13,40.12,94.14
294745,25.2,-1.82,52.21
222442,29.73,2.72,56.74
136653,32.79,5.78,59.8
166585,17.2,-9.82,44.21
282167,51.88,24.87,78.89
246015,53.05,26.03,80.06
299006,46.74,19.73,73.76
227942,40.79,13.78,67.81
49197,10.81,-16.21,37.82
186097,6.07,-20.95,33.08
117079,28.3,1.29,55.31
103206,24.43,-2.59,51.44
46384,6.65,-20.36,33.67
283463,21.68,-5.34,48.69
258668,-2.52,-29.53,24.5
25097,31.9,4.89,58.92
185785,17.66,-9.36,44.67
84987,22.1,-4.91,49.12
147663,64.48,37.47,91.49
133055,12.24,-14.78,39.25
10303,-12.61,-39.62,14.4
194244,-3.05,-30.06,23.96
34691,8.66,-18.35,35.67
7112,5.29,-21.72,32.3
5677,44.57,17.56,71.59
168867,3.71,-23.3,30.72
46491,12.09,-14.92,39.1
284166,14.04,-12.97,41.06
192788,9.14,-17.87,36.15
191547,20.47,-6.55,47.48
11025,23.1,-3.91,50.11
127711,11.42,-15.6,38.43
294764,27.76,0.74,54.77
13372,23.12,-3.89,50.13
1271,27.53,0.52,54.54
202059,-4.86,-31.87,22.16
75309,9.15,-17.86,36.17
207284,36.55,9.53,63.56
236496,2.12,-24.89,29.13
207306,24.55,-2.47,51.56
35173,13.49,-13.52,40.5
28291,14.45,-12.57,41.46
158092,48.98,21.97,75.99
259462,1.75,-25.26,28.77
107751,7.6,-19.41,34.62
295508,20.15,-6.86,47.16
227503,13.63,-13.39,40.64
117721,14.98,-12.04,41.99
257564,26.62,-0.39,53.64
108121,15.68,-11.33,42.7
115695,12.03,-14.99,39.04
229015,37.1,10.09,64.11
74773,26.38,-0.63,53.39
38331,29.33,2.31,56.34
58024,29.06,2.05,56.07
291807,44.19,17.18,71.21
43599,14.25,-12.76,41.26
214352,24.16,-2.85,51.17
148125,32.77,5.76,59.78
206919,31.14,4.13,58.16
207764,21.56,-5.46,48.57
246930,61.03,34.02,88.05
6035,20.51,-6.5,47.53
146195,40.51,13.5,67.52
107926,4.3,-22.71,31.31
87585,5.23,-21.78,32.24
211581,57.01,29.99,84.02
287200,20.8,-6.21,47.81
104606,32.26,5.24,59.27
213584,20.06,-6.95,47.08
123070,30.09,3.08,57.11
266227,13.66,-13.35,40.68
45397,7.01,-20.0,34.02
230192,17.39,-9.63,44.4
154031,20.62,-6.39,47.64
194564,13.13,-13.88,40.15
66564,32.37,5.36,59.38
73578,26.19,-0.82,53.2
60971,26.04,-0.98,53.05
33687,15.76,-11.25,42.77
112521,30.41,3.4,57.42
241394,16.64,-10.37,43.66
87439,4.2,-22.81,31.21
2611,50.12,23.11,77.13
239320,39.95,12.94,66.96
40599,31.86,4.85,58.87
71000,21.54,-5.47,48.56
10850,46.1,19.09,73.12
239359,12.88,-14.14,39.89
279471,16.75,-10.27,43.76
290758,3.63,-23.38,30.64
147368,53.11,26.1,80.13
268151,27.21,0.2,54.22
223150,42.2,15.19,69.22
92631,3.26,-23.76,30.27
154778,44.26,17.25,71.27
16006,11.51,-15.51,38.52
155125,29.19,2.18,56.2
234298,18.35,-8.67,45.36
40645,26.05,-0.96,53.06
29668,31.9,4.89,58.92
68660,26.33,-0.68,53.35
271867,21.53,-5.48,48.55
252372,21.17,-5.85,48.18
228721,18.3,-8.71,45.31
176456,16.4,-10.61,43.42
154565,19.45,-7.56,46.46
105538,22.37,-4.64,49.38
112980,18.03,-8.99,45.04
19367,53.22,26.21,80.24
128972,20.83,-6.18,47.84
97696,8.96,-18.05,35.97
255520,41.7,14.69,68.71
144782,7.63,-19.38,34.65
129705,7.12,-19.89,34.14
132536,12.2,-14.81,39.21
255700,15.76,-11.25,42.77
289082,9.23,-17.79,36.24
161912,135.04,108.02,162.05
81061,8.4,-18.62,35.41
82913,1.03,-25.98,28.04
231641,19.45,-7.56,46.47
133533,15.3,-11.71,42.31
295214,19.09,-7.92,46.11
138508,9.7,-17.32,36.71
133198,13.31,-13.7,40.32
148526,41.97,14.96,68.99
147796,54.86,27.85,81.88
252182,-1.89,-28.9,25.13
277775,-1.33,-28.34,25.69
155434,22.59,-4.42,49.61
87096,14.31,-12.71,41.32
18675,15.88,-11.14,42.89
92022,16.54,-10.47,43.56
81467,13.9,-13.12,40.91
112433,27.91,0.9,54.92
190203,20.46,-6.55,47.47
18947,21.75,-5.26,48.77
110920,-0.97,-27.98,26.05
172732,-4.23,-31.25,22.78
103790,61.96,34.95,88.97
83244,8.09,-18.92,35.11
214900,45.7,18.69,72.71
151220,25.54,-1.47,52.56
127926,32.49,5.48,59.51
285114,19.03,-7.98,46.04
219938,19.15,-7.86,46.17
177420,4.85,-22.17,31.86
158847,16.17,-10.85,43.18
73603,16.95,-10.06,43.96
157559,141.56,114.55,168.57
29820,22.11,-4.91,49.12
67446,24.12,-2.89,51.13
228847,43.17,16.15,70.18
263676,10.12,-16.89,37.13
178619,22.16,-4.86,49.17
120719,18.97,-8.04,45.98
243003,40.89,13.88,67.9
114216,17.23,-9.78,44.25
13914,-5.65,-32.66,21.36
297294,20.43,-6.59,47.44
159791,12.55,-14.46,39.56
40144,18.6,-8.41,45.61
206883,16.87,-10.14,43.88
213068,13.89,-13.12,40.91
258541,19.8,-7.22,46.81
287994,33.92,6.91,60.93
282901,9.69,-17.32,36.71
252269,1.97,-25.05,28.98
43369,14.53,-12.48,41.55
198786,27.39,0.37,54.4
133066,9.32,-17.7,36.33
211099,22.23,-4.78,49.25
95881,7.79,-19.23,34.8
104121,35.42,8.41,62.43
50919,18.52,-8.49,45.53
232946,79.3,52.29,106.32
211125,26.32,-0.69,53.34
296092,38.0,10.98,65.01
299134,13.88,-13.13,40.89
212671,35.38,8.36,62.39
205883,24.06,-2.95,51.08
79760,7.95,-19.06,34.96
28724,12.82,-14.19,39.84
181535,15.77,-11.24,42.79
295750,15.03,-11.98,42.04
291283,17.87,-9.14,44.88
195518,73.24,46.22,100.25
37890,37.58,10.56,64.59
132945,3.56,-23.45,30.57
79303,32.62,5.61,59.63
131822,9.7,-17.32,36.71
69856,77.15,50.14,104.16
163260,24.62,-2.39,51.64
161490,45.12,18.11,72.13
105199,18.38,-8.64,45.39
190963,14.31,-12.7,41.33
77778,21.81,-5.2,48.82
199262,13.11,-13.9,40.12
158647,7.17,-19.85,34.18
218198,9.03,-17.98,36.04
58287,9.25,-17.77,36.26
8006,14.74,-12.27,41.75
217931,41.34,14.33,68.35
12563,6.08,-20.93,33.09
194725,12.16,-14.86,39.17
110843,37.47,10.45,64.48
227155,30.63,3.62,57.64
119531,0.79,-26.22,27.8
170934,27.57,0.56,54.58
261232,64.29,37.27,91.3
233491,46.56,19.55,73.57
140269,27.56,0.55,54.57
173516,4.98,-22.03,32.0
64938,19.87,-7.15,46.88
156851,95.26,68.25,122.27
141885,14.49,-12.52,41.51
225264,40.44,13.42,67.45
251069,23.98,-3.03,50.99
113281,7.47,-19.54,34.48
197391,26.45,-0.57,53.46
1014,21.03,-5.99,48.04
21703,17.1,-9.91,44.12
275862,4.6,-22.42,31.61
266517,44.58,17.56,71.59
279568,74.9,47.89,101.91
236517,27.9,0.89,54.92
239209,-0.53,-27.54,26.48
85682,6.67,-20.35,33.68
88391,6.68,-20.33,33.69
215282,30.89,3.88,57.9
298783,43.51,16.5,70.52
280102,24.15,-2.87,51.16
286958,19.77,-7.24,46.78
199446,-0.23,-27.24,26.79
223952,4.88,-22.13,31.89
227820,20.77,-6.24,47.79
256327,31.71,4.7,58.73
91067,41.62,14.61,68.63
172748,2.79,-24.22,29.81
251285,47.14,20.12,74.15
4088,60.08,33.07,87.09
187606,20.64,-6.38,47.65
251778,29.25,2.24,56.27
139947,15.86,-11.15,42.87
235976,35.45,8.44,62.47
257285,27.1,0.09,54.11
179011,59.13,32.11,86.14
36707,24.04,-2.98,51.05
160837,32.62,5.61,59.64
132345,15.12,-11.89,42.14
151045,9.01,-18.0,36.03
95043,8.19,-18.83,35.2
54831,13.13,-13.88,40.15
188160,1.67,-25.34,28.69
59093,14.84,-12.17,41.85
8214,23.54,-3.48,50.55
47918,11.31,-15.71,38.32
62898,11.8,-15.21,38.81
232297,24.59,-2.42,51.6
162108,7.99,-19.02,35.0
8810,5.81,-21.2,32.82
90708,27.51,0.5,54.53
225419,11.75,-15.27,38.76
105700,20.7,-6.31,47.71
237628,11.17,-15.85,38.18
186043,13.4,-13.61,40.41
54062,50.82,23.81,77.83
203693,15.32,-11.69,42.34
88644,18.45,-8.57,45.46
231879,18.56,-8.45,45.58
61288,39.43,12.42,66.44
3492,87.58,60.56,114.59
249404,41.15,14.14,68.16
116956,25.46,-1.55,52.47
91590,17.26,-9.75,44.28
65960,1.8,-25.22,28.81
196674,67.3,40.29,94.31
264719,16.67,-10.34,43.69
280879,10.73,-16.28,37.74
75019,52.99,25.98,80.0
71837,46.83,19.81,73.84
30320,29.98,2.96,56.99
170152,15.29,-11.72,42.31
13619,22.73,-4.28,49.74
118682,10.22,-16.79,37.23
6897,18.92,-8.1,45.93
80281,13.9,-13.11,40.92
1111,26.31,-0.7,53.32
11201,20.59,-6.42,47.6
68512,37.04,10.03,64.05
269030,11.13,-15.88,38.14
115106,14.77,-12.24,41.78
4775,42.58,15.56,69.59
261546,18.59,-8.43,45.6
21641,41.2,14.19,68.21
37038,2.18,-24.84,29.19
178558,50.5,23.49,77.51
297643,35.56,8.55,62.58
240928,106.16,79.14,133.17
163026,-1.0,-28.02,26.01
135075,16.0,-11.01,43.01
174949,22.92,-4.1,49.93
206684,11.48,-15.53,38.5
67257,34.43,7.41,61.44
131466,9.76,-17.25,36.78
213113,26.21,-0.8,53.23
41569,40.06,13.05,67.07
80120,13.8,-13.21,40.82
110718,25.28,-1.74,52.29
18640,12.79,-14.23,39.8
186920,3.88,-23.14,30.89
262698,43.67,16.65,70.68
15983,6.21,-20.8,33.22
60907,8.9,-18.11,35.91
162708,45.27,18.26,72.28
163499,12.93,-14.08,39.94
79373,23.98,-3.03,51.0
152535,55.9,28.88,82.91
163474,7.09,-19.93,34.1
23856,9.91,-17.1,36.92
9140,26.55,-0.46,53.57
240130,54.77,27.76,81.78
144275,38.35,11.33,65.36
119948,19.05,-7.96,46.07
117843,9.72,-17.29,36.74
1370,50.42,23.41,77.44
64674,23.42,-3.59,50.43
133473,20.93,-6.08,47.94
77197,12.45,-14.56,39.46
164016,4.89,-22.12,31.9
155678,8.9,-18.11,35.91
137997,46.87,19.86,73.88
136942,14.44,-12.58,41.45
41588,14.98,-12.03,41.99
181660,23.87,-3.14,50.88
69183,33.26,6.25,60.27
24516,55.9,28.88,82.91
201337,44.65,17.63,71.66
44585,24.47,-2.54,51.49
275435,-0.99,-28.0,26.02
250374,26.89,-0.12,53.9
101154,174.83,147.82,201.84
213035,20.44,-6.58,47.45
27484,18.17,-8.84,45.19
149744,53.61,26.6,80.63
18270,24.89,-2.13,51.9
115491,74.15,47.14,101.16
294408,16.12,-10.89,43.14
97093,-4.93,-31.95,22.08
79321,-2.79,-29.81,24.22
277857,24.62,-2.39,51.63
149050,49.32,22.31,76.33
165751,23.33,-3.68,50.35
126248,12.73,-14.28,39.75
22984,10.84,-16.18,37.85
73314,29.15,2.14,56.16
218027,13.77,-13.25,40.78
241792,-0.5,-27.51,26.51
213316,29.46,2.45,56.47
41338,15.07,-11.94,42.09
216209,12.44,-14.57,39.45
240576,31.54,4.52,58.55
277608,16.48,-10.54,43.49
71056,6.31,-20.71,33.32
276777,-3.67,-30.68,23.35
39965,24.04,-2.97,51.06
124181,17.97,-9.04,44.99
23297,20.69,-6.33,47.7
146002,73.2,46.19,100.21
106306,31.02,4.0,58.03
248791,4.08,-22.93,31.09
219219,46.48,19.46,73.49
146393,37.01,9.99,64.02
14147,12.58,-14.43,39.59
23140,26.77,-0.24,53.79
3254,7.2,-19.82,34.21
869,25.96,-1.06,52.97
265158,13.5,-13.51,40.51
247447,38.66,11.65,65.67
239773,28.68,1.66,55.69
26827,81.07,54.06,108.09
62004,13.64,-13.37,40.66
133398,16.37,-10.64,43.39
223899,7.93,-19.08,34.94
40841,17.93,-9.08,44.94
253178,8.12,-18.9,35.13
96704,18.38,-8.63,45.39
252252,3.4,-23.61,30.41
38136,17.69,-9.32,44.7
19048,15.93,-11.09,42.94
219745,7.8,-19.22,34.81
280664,27.92,0.91,54.94
241642,-8.02,-35.03,19.0
216171,19.9,-7.12,46.91
102268,28.57,1.56,55.58
230902,10.45,-16.57,37.46
92021,8.73,-18.28,35.75
279031,32.64,5.63,59.65
91998,14.7,-12.31,41.72
266359,33.73,6.72,60.75
253706,28.97,1.95,55.98
2955,6.71,-20.3,33.72
291850,41.11,14.1,68.12
232229,29.17,2.15,56.18
128048,73.17,46.16,100.18
273753,4.64,-22.37,31.65
93591,41.69,14.67,68.7
276627,5.33,-21.69,32.34
27128,11.91,-15.1,38.92
225735,40.3,13.28,67.31
111567,15.74,-11.28,42.75
190073,28.26,1.24,55.27
259118,23.08,-3.93,50.09
124000,10.47,-16.54,37.48
72922,37.91,10.89,64.92
92980,18.97,-8.04,45.99
67137,22.85,-4.17,49.86
97501,24.68,-2.33,51.7
127891,102.48,75.47,129.49
90935,15.99,-11.02,43.0
207301,12.74,-14.27,39.75
276558,7.91,-19.1,34.93
74223,29.28,2.27,56.3
231762,15.89,-11.12,42.91
125688,17.28,-9.74,44.29
158474,5.16,-21.85,32.17
190787,15.3,-11.71,42.31
289615,12.43,-14.58,39.45
257200,0.42,-26.59,27.43
229078,14.85,-12.16,41.87
79997,54.0,26.98,81.01
163919,11.19,-15.82,38.2
158836,15.28,-11.73,42.3
199792,-3.57,-30.59,23.44
296707,6.71,-20.3,33.73
132989,36.45,9.44,63.46
145903,56.84,29.83,83.85
206331,3.8,-23.21,30.82
177403,31.6,4.59,58.61
127427,-0.59,-27.6,26.42
225478,34.88,7.86,61.89
17946,20.9,-6.11,47.91
290307,28.88,1.87,55.89
201303,13.49,-13.52,40.5
297566,20.27,-6.74,47.28
118417,26.83,-0.19,53.84
289223,0.02,-26.99,27.03
28355,6.21,-20.81,33.22
252200,4.68,-22.34,31.69
211647,10.55,-16.46,37.57
192368,23.61,-3.41,50.62
155858,24.54,-2.47,51.56
198788,32.19,5.18,59.2
111772,43.13,16.12,70.15
211782,22.71,-4.3,49.72
255582,11.77,-15.24,38.78
19692,11.02,-16.0,38.03
24609,32.74,5.73,59.75
55494,15.6,-11.41,42.62
266787,14.35,-12.67,41.36
286754,23.05,-3.96,50.06
162894,16.75,-10.26,43.76
61507,11.01,-16.0,38.03
4813,45.23,18.22,72.25
92197,7.11,-19.9,34.12
177360,104.04,77.02,131.05
205888,16.31,-10.7,43.32
232157,18.66,-8.35,45.68
103087,28.34,1.32,55.35
213934,16.24,-10.78,43.25
18965,22.04,-4.97,49.06
55793,14.98,-12.03,41.99
152621,11.89,-15.12,38.9
297153,12.14,-14.87,39.15
64881,19.43,-7.58,46.44
88646,13.53,-13.48,40.54
93168,9.15,-17.86,36.16
187270,23.86,-3.15,50.87
130200,44.08,17.06,71.09
195459,65.34,38.32,92.35
214082,4.39,-22.63,31.4
199649,6.74,-20.27,33.75
7451,24.66,-2.35,51.67
137512,0.51,-26.51,27.52
12722,30.43,3.42,57.44
63922,5.13,-21.88,32.14
210155,23.41,-3.6,50.43
251856,14.99,-12.02,42.0
31820,27.45,0.44,54.46
117500,28.62,1.6,55.63
141947,1.2,-25.81,28.21
188625,13.36,-13.66,40.37
287817,18.76,-8.25,45.77
245227,49.44,22.43,76.46
204915,12.01,-15.0,39.02
276126,3.25,-23.77,30.26
73496,17.07,-9.94,44.09
182011,46.29,19.27,73.3
219232,25.55,-1.46,52.56
122708,10.63,-16.38,37.65
81409,8.01,-19.01,35.02
139641,17.69,-9.32,44.71
12924,12.69,-14.33,39.7
186803,43.93,16.91,70.94
195517,45.57,18.56,72.58
137086,35.89,8.87,62.9
184393,30.51,3.5,57.53
64920,21.06,-5.95,48.08
20052,38.98,11.97,65.99
1951,69.01,42.0,96.02
169212,-5.7,-32.71,21.31
126742,13.53,-13.48,40.55
47622,13.98,-13.03,41.0
182427,3.96,-23.06,30.97
119795,23.74,-3.27,50.75
56871,64.46,37.45,91.47
141239,12.52,-14.49,39.53
232098,29.01,2.0,56.02
126877,-6.96,-33.98,20.05
24784,5.87,-21.14,32.89
148486,10.49,-16.52,37.51
90016,11.77,-15.24,38.79
45025,7.27,-19.75,34.28
172294,16.76,-10.25,43.78
151326,30.96,3.95,57.97
50069,105.34,78.33,132.35
185463,-8.63,-35.64,18.38
239992,50.89,23.88,77.91
276673,15.96,-11.05,42.98
208642,15.9,-11.11,42.91
109764,61.16,34.14,88.17
108630,-7.02,-34.03,20.0
254481,31.13,4.11,58.14
167658,-0.82,-27.83,26.2
220504,13.87,-13.14,40.88
158591,6.9,-20.11,33.92
198478,3.52,-23.5,30.53
22609,20.18,-6.83,47.19
131080,22.94,-4.07,49.95
217571,20.62,-6.39,47.64
230730,93.32,66.31,120.34
117444,26.99,-0.03,54.0
40146,40.43,13.42,67.44
239140,18.86,-8.16,45.87
22747,7.98,-19.03,34.99
3638,93.66,66.65,120.67
251160,22.31,-4.7,49.32
